Entry date and Time,Car parking slot,Availability
2024-11-06 23:31:22,ir1,1
2024-11-06 23:31:25,ir1,1
2024-11-06 23:31:27,ir1,1
2024-11-06 23:31:30,ir1,1
2024-11-06 23:31:33,ir1,1
2024-11-06 23:31:36,ir1,1
2024-11-06 23:31:39,ir1,1
2024-11-06 23:31:42,ir1,1
2024-11-06 23:31:45,ir1,1
2024-11-06 23:31:47,ir1,1
2024-11-06 23:31:49,ir1,1
2024-11-06 23:31:52,ir1,1
2024-11-06 23:31:55,ir1,1
2024-11-06 23:31:57,ir1,1
2024-11-06 23:32:00,ir1,1
2024-11-06 23:32:03,ir1,1
2024-11-06 23:32:06,ir1,1
2024-11-06 23:32:09,ir1,1
2024-11-06 23:32:11,ir1,1
2024-11-06 23:32:14,ir1,1
2024-11-06 23:32:17,ir1,1
2024-11-06 23:32:20,ir1,1
2024-11-06 23:32:24,ir1,1
2024-11-06 23:32:27,ir1,1
2024-11-06 23:32:29,ir1,1
2024-11-06 23:32:34,ir1,1
2024-11-06 23:32:37,ir1,1
2024-11-06 23:32:39,ir1,1
2024-11-06 23:32:42,ir1,1
2024-11-06 23:32:45,Both Full,0
2024-11-06 23:32:48,ir1,1
2024-11-06 23:32:51,Both Full,0
2024-11-06 23:32:54,Both Full,0
2024-11-06 23:32:57,ir1,1
2024-11-06 23:33:00,ir1,1
2024-11-06 23:33:02,ir1,1
2024-11-06 23:33:05,ir1,1
2024-11-06 23:33:10,ir1,1
2024-11-06 23:33:13,ir1,1
2024-11-06 23:33:17,ir1,1
2024-11-06 23:33:21,ir1,1
2024-11-06 23:33:24,ir1,1
2024-11-06 23:33:27,ir1,1
2024-11-06 23:33:32,ir1,1
2024-11-06 23:33:37,ir1,1
2024-11-06 23:33:41,ir1,1
2024-11-06 23:33:47,ir1,1
2024-11-06 23:33:51,ir1,1
2024-11-06 23:33:57,ir1,1
2024-11-06 23:33:59,ir1,1
2024-11-06 23:34:04,ir1,1
2024-11-06 23:34:09,ir1,1
2024-11-06 23:34:11,ir1,1
2024-11-06 23:34:14,ir1,1
2024-11-06 23:34:17,ir1,1
2024-11-06 23:34:20,ir1,1
2024-11-06 23:34:24,ir1,1
2024-11-06 23:34:27,ir1,1
2024-11-06 23:34:32,ir1,1
2024-11-06 23:34:34,ir1,1
2024-11-06 23:34:36,ir1,1
2024-11-06 23:34:41,ir1,1
2024-11-06 23:34:44,ir1,1
2024-11-06 23:34:46,ir1,1
2024-11-06 23:34:48,ir1,1
2024-11-06 23:34:51,ir1,1
2024-11-06 23:34:54,ir1,1
2024-11-06 23:34:57,ir1,1
2024-11-06 23:35:00,ir1,1
2024-11-06 23:35:04,ir1,1
2024-11-06 23:35:07,ir1,1
2024-11-06 23:35:10,ir1,1
2024-11-06 23:35:12,ir1,1
2024-11-06 23:35:14,ir1,1
2024-11-06 23:35:18,ir1,1
2024-11-06 23:35:23,ir1,1
2024-11-06 23:35:26,ir1,1
2024-11-06 23:35:29,ir1,1
2024-11-06 23:35:33,ir1,1
2024-11-06 23:35:37,ir1,1
2024-11-06 23:35:39,ir1,1
2024-11-06 23:35:44,ir1,1
2024-11-06 23:35:47,ir1,1
2024-11-06 23:35:49,ir1,1
2024-11-06 23:35:52,ir1,1
2024-11-06 23:35:54,ir1,1
2024-11-06 23:35:58,ir1,1
2024-11-06 23:36:00,ir1,1
2024-11-06 23:36:03,ir1,1
2024-11-06 23:36:06,ir1,1
2024-11-06 23:36:09,ir1,1
2024-11-06 23:36:11,ir1,1
2024-11-06 23:36:13,ir1,1
2024-11-06 23:36:16,ir1,1
2024-11-06 23:36:19,ir1,1
2024-11-06 23:36:24,ir1,1
2024-11-06 23:36:26,ir1,1
2024-11-06 23:36:28,ir1,1
2024-11-06 23:36:32,ir1,1
2024-11-06 23:36:34,Both Full,0
2024-11-06 23:36:38,Both Full,0
2024-11-06 23:36:40,ir1,1
2024-11-06 23:36:43,ir1,1
2024-11-06 23:36:45,ir1,1
2024-11-06 23:36:48,ir1,1
2024-11-06 23:36:50,ir1,1
2024-11-06 23:36:53,ir1,1
2024-11-06 23:36:55,ir1,1
2024-11-06 23:36:59,ir1,1
2024-11-06 23:37:02,ir1,1
2024-11-06 23:37:04,ir1,1
2024-11-06 23:37:07,ir1,1
2024-11-06 23:37:09,ir1,1
2024-11-06 23:37:12,ir1,1
2024-11-06 23:37:14,ir1,1
2024-11-06 23:37:16,ir1,1
2024-11-06 23:37:18,ir1,1
2024-11-06 23:37:20,ir1,1
2024-11-06 23:37:23,ir1,1
2024-11-06 23:37:25,ir1,1
2024-11-06 23:37:28,ir1,1
2024-11-06 23:37:30,ir1,1
2024-11-06 23:37:34,ir1,1
2024-11-06 23:37:37,ir1,1
2024-11-06 23:37:40,ir1,1
2024-11-06 23:37:42,ir1,1
2024-11-06 23:37:45,ir1,1
2024-11-06 23:37:47,ir1,1
2024-11-06 23:37:49,ir1,1
2024-11-06 23:37:52,ir1,1
2024-11-06 23:37:55,ir1,1
2024-11-06 23:37:57,ir1,1
2024-11-06 23:38:00,Both Full,0
2024-11-06 23:38:02,Both Full,0
2024-11-06 23:38:04,Both Full,0
2024-11-06 23:38:06,Both Full,0
2024-11-06 23:38:09,Both Full,0
2024-11-06 23:38:13,Both Full,0
2024-11-06 23:38:15,Both Full,0
2024-11-06 23:38:18,Both Full,0
2024-11-06 23:38:20,Both Full,0
2024-11-06 23:38:22,Both Full,0
2024-11-06 23:38:25,Both Full,0
2024-11-06 23:38:28,Both Full,0
2024-11-06 23:38:30,Both Full,0
2024-11-06 23:38:33,Both Full,0
2024-11-06 23:38:36,Both Full,0
2024-11-06 23:38:38,Both Full,0
2024-11-06 23:38:41,Both Full,0
2024-11-06 23:38:43,Both Full,0
2024-11-06 23:38:45,Both Full,0
2024-11-06 23:38:48,Both Full,0
2024-11-06 23:38:51,Both Full,0
2024-11-06 23:38:53,Both Full,0
2024-11-06 23:38:55,Both Full,0
2024-11-06 23:38:59,Both Full,0
2024-11-06 23:39:01,Both Full,0
2024-11-06 23:39:04,Both Full,0
2024-11-06 23:39:06,Both Full,0
2024-11-06 23:39:11,Both Full,0
2024-11-06 23:39:13,Both Full,0
2024-11-06 23:39:17,Both Full,0
2024-11-06 23:39:20,Both Full,0
2024-11-06 23:39:27,Both Full,0
2024-11-06 23:39:30,Both Full,0
2024-11-06 23:39:35,Both Full,0
2024-11-06 23:39:39,Both Full,0
2024-11-06 23:39:43,Both Full,0
2024-11-06 23:39:46,Both Full,0
2024-11-06 23:39:50,Both Full,0
2024-11-06 23:39:53,Both Full,0
2024-11-06 23:40:00,Both Full,0
2024-11-06 23:40:04,ir1,1
2024-11-06 23:40:08,Both Full,0
2024-11-06 23:40:11,ir1,1
2024-11-06 23:40:13,ir1,1
2024-11-06 23:40:15,ir1,1
2024-11-06 23:40:19,ir1,1
2024-11-06 23:40:22,ir1,1
2024-11-06 23:40:25,Both Full,0
2024-11-06 23:40:29,Both Full,0
2024-11-06 23:40:31,Both Full,0
2024-11-06 23:40:33,Both Full,0
2024-11-06 23:40:36,Both Full,0
2024-11-06 23:40:40,Both Full,0
2024-11-06 23:40:42,Both Full,0
2024-11-06 23:40:44,Both Full,0
2024-11-06 23:40:47,Both Full,0
2024-11-06 23:40:50,Both Full,0
2024-11-06 23:40:52,Both Full,0
2024-11-06 23:40:55,Both Full,0
2024-11-06 23:40:57,Both Full,0
2024-11-06 23:41:00,Both Full,0
2024-11-06 23:41:02,Both Full,0
2024-11-06 23:41:05,Both Full,0
2024-11-06 23:41:07,Both Full,0
2024-11-06 23:41:09,Both Full,0
2024-11-06 23:41:12,Both Full,0
2024-11-06 23:41:15,Both Full,0
2024-11-06 23:41:18,Both Full,0
2024-11-06 23:41:20,Both Full,0
2024-11-06 23:41:23,Both Full,0
2024-11-06 23:41:26,Both Full,0
2024-11-06 23:41:28,Both Full,0
2024-11-06 23:41:31,Both Full,0
2024-11-06 23:41:35,Both Full,0
2024-11-06 23:41:37,Both Full,0
2024-11-06 23:41:40,Both Full,0
2024-11-06 23:41:42,Both Full,0
2024-11-06 23:41:44,Both Full,0
2024-11-06 23:41:47,Both Full,0
2024-11-06 23:41:50,Both Full,0
2024-11-06 23:41:52,Both Full,0
2024-11-06 23:41:58,Both Full,0
2024-11-06 23:42:01,Both Full,0
2024-11-06 23:42:04,Both Full,0
2024-11-06 23:42:06,Both Full,0
2024-11-06 23:42:10,Both Full,0
2024-11-06 23:42:13,Both Full,0
2024-11-06 23:42:16,Both Full,0
2024-11-06 23:42:19,Both Full,0
2024-11-06 23:42:23,Both Full,0
2024-11-06 23:42:26,Both Full,0
2024-11-06 23:42:29,Both Full,0
2024-11-06 23:42:31,Both Full,0
2024-11-06 23:42:34,Both Full,0
2024-11-06 23:42:37,Both Full,0
2024-11-06 23:42:39,Both Full,0
2024-11-06 23:42:42,Both Full,0
2024-11-06 23:42:44,Both Full,0
2024-11-06 23:42:47,Both Full,0
2024-11-06 23:42:49,Both Full,0
2024-11-06 23:42:52,Both Full,0
2024-11-06 23:42:54,Both Full,0
2024-11-06 23:42:57,Both Full,0
2024-11-06 23:43:00,Both Full,0
2024-11-06 23:43:02,Both Full,0
2024-11-06 23:43:05,Both Full,0
2024-11-06 23:43:08,Both Full,0
2024-11-06 23:43:14,Both Full,0
2024-11-06 23:43:18,Both Full,0
2024-11-06 23:43:20,Both Full,0
2024-11-06 23:43:23,Both Full,0
2024-11-06 23:43:28,Both Full,0
2024-11-06 23:43:30,Both Full,0
2024-11-06 23:43:32,Both Full,0
2024-11-06 23:43:34,Both Full,0
2024-11-06 23:43:37,Both Full,0
2024-11-06 23:43:39,Both Full,0
2024-11-06 23:43:41,Both Full,0
2024-11-06 23:43:44,Both Full,0
2024-11-06 23:43:46,Both Full,0
2024-11-06 23:43:49,Both Full,0
2024-11-06 23:43:52,Both Full,0
2024-11-06 23:43:54,Both Full,0
2024-11-06 23:43:58,Both Full,0
2024-11-06 23:44:01,Both Full,0
2024-11-06 23:44:03,Both Full,0
2024-11-06 23:44:05,Both Full,0
2024-11-06 23:44:09,Both Full,0
2024-11-06 23:44:12,Both Full,0
2024-11-06 23:44:15,Both Full,0
2024-11-06 23:44:17,Both Full,0
2024-11-06 23:44:20,Both Full,0
2024-11-06 23:44:24,Both Full,0
2024-11-06 23:44:26,Both Full,0
2024-11-06 23:44:30,Both Full,0
2024-11-06 23:44:33,Both Full,0
2024-11-06 23:44:40,Both Full,0
2024-11-06 23:44:41,Both Full,0
2024-11-06 23:44:43,Both Full,0
2024-11-06 23:44:45,Both Full,0
2024-11-06 23:44:48,Both Full,0
2024-11-06 23:44:52,Both Full,0
2024-11-06 23:44:57,Both Full,0
2024-11-06 23:44:59,Both Full,0
2024-11-06 23:45:01,Both Full,0
2024-11-06 23:45:04,Both Full,0
2024-11-06 23:45:07,Both Full,0
2024-11-06 23:45:10,Both Full,0
2024-11-06 23:45:13,Both Full,0
2024-11-06 23:45:16,Both Full,0
2024-11-06 23:45:18,Both Full,0
2024-11-06 23:45:21,Both Full,0
2024-11-06 23:45:23,Both Full,0
2024-11-06 23:45:26,Both Full,0
2024-11-06 23:45:29,Both Full,0
2024-11-06 23:45:32,Both Full,0
2024-11-06 23:45:34,Both Full,0
2024-11-06 23:45:36,Both Full,0
2024-11-06 23:45:39,Both Full,0
2024-11-06 23:45:41,Both Full,0
2024-11-06 23:45:44,Both Full,0
2024-11-06 23:45:47,Both Full,0
2024-11-06 23:45:49,Both Full,0
2024-11-06 23:45:51,Both Full,0
2024-11-06 23:45:54,Both Full,0
2024-11-06 23:45:56,Both Full,0
2024-11-06 23:45:58,Both Full,0
2024-11-06 23:46:01,Both Full,0
2024-11-06 23:46:03,Both Full,0
2024-11-06 23:46:06,Both Full,0
2024-11-06 23:46:08,Both Full,0
2024-11-06 23:46:10,Both Full,0
2024-11-06 23:46:12,Both Full,0
2024-11-06 23:46:14,Both Full,0
2024-11-06 23:46:17,Both Full,0
2024-11-06 23:46:19,Both Full,0
2024-11-06 23:46:22,Both Full,0
2024-11-06 23:46:24,Both Full,0
2024-11-06 23:46:27,Both Full,0
2024-11-06 23:46:29,Both Full,0
2024-11-06 23:46:32,Both Full,0
2024-11-06 23:46:34,Both Full,0
2024-11-06 23:46:37,Both Full,0
2024-11-06 23:46:40,Both Full,0
2024-11-06 23:46:42,Both Full,0
2024-11-06 23:46:45,Both Full,0
2024-11-06 23:46:48,Both Full,0
2024-11-06 23:46:51,Both Full,0
2024-11-06 23:46:53,Both Full,0
2024-11-06 23:46:55,Both Full,0
2024-11-06 23:46:58,Both Full,0
2024-11-06 23:47:00,Both Full,0
2024-11-06 23:47:03,Both Full,0
2024-11-06 23:47:06,Both Full,0
2024-11-06 23:47:08,Both Full,0
2024-11-06 23:47:11,Both Full,0
2024-11-06 23:47:13,Both Full,0
2024-11-06 23:47:15,Both Full,0
2024-11-06 23:47:18,Both Full,0
2024-11-06 23:47:20,Both Full,0
2024-11-06 23:47:22,Both Full,0
2024-11-06 23:47:24,Both Full,0
2024-11-06 23:47:27,Both Full,0
2024-11-06 23:47:29,Both Full,0
2024-11-06 23:47:32,Both Full,0
2024-11-06 23:47:34,Both Full,0
2024-11-06 23:47:36,Both Full,0
2024-11-06 23:47:39,Both Full,0
2024-11-06 23:47:41,Both Full,0
2024-11-06 23:47:44,Both Full,0
2024-11-06 23:47:46,Both Full,0
2024-11-06 23:47:48,Both Full,0
2024-11-06 23:47:51,Both Full,0
2024-11-06 23:47:54,Both Full,0
2024-11-06 23:47:57,Both Full,0
2024-11-06 23:48:01,Both Full,0
2024-11-06 23:48:03,Both Full,0
2024-11-06 23:48:06,Both Full,0
2024-11-06 23:48:08,Both Full,0
2024-11-06 23:48:10,Both Full,0
2024-11-06 23:48:12,Both Full,0
2024-11-06 23:48:14,Both Full,0
2024-11-06 23:48:17,Both Full,0
2024-11-06 23:48:19,Both Full,0
2024-11-06 23:48:22,Both Full,0
2024-11-06 23:48:24,Both Full,0
2024-11-06 23:48:27,Both Full,0
2024-11-06 23:48:29,Both Full,0
2024-11-06 23:48:32,Both Full,0
2024-11-06 23:48:34,Both Full,0
2024-11-06 23:48:38,Both Full,0
2024-11-06 23:48:41,Both Full,0
2024-11-06 23:48:43,Both Full,0
2024-11-06 23:48:45,Both Full,0
2024-11-06 23:48:48,Both Full,0
2024-11-06 23:48:50,Both Full,0
2024-11-06 23:48:52,Both Full,0
2024-11-06 23:48:55,Both Full,0
2024-11-06 23:48:57,Both Full,0
2024-11-06 23:48:59,Both Full,0
2024-11-06 23:49:02,Both Full,0
2024-11-06 23:49:04,Both Full,0
2024-11-06 23:49:07,Both Full,0
2024-11-06 23:49:09,Both Full,0
2024-11-06 23:49:12,Both Full,0
2024-11-06 23:49:14,Both Full,0
2024-11-06 23:49:16,Both Full,0
2024-11-06 23:49:18,Both Full,0
2024-11-06 23:49:20,Both Full,0
2024-11-06 23:49:23,Both Full,0
2024-11-06 23:49:25,Both Full,0
2024-11-06 23:49:28,Both Full,0
2024-11-06 23:49:31,Both Full,0
2024-11-06 23:49:34,Both Full,0
2024-11-06 23:49:36,Both Full,0
2024-11-06 23:49:40,Both Full,0
2024-11-06 23:49:42,Both Full,0
2024-11-06 23:49:45,Both Full,0
2024-11-06 23:49:51,Both Full,0
2024-11-06 23:49:53,Both Full,0
2024-11-06 23:49:55,Both Full,0
2024-11-06 23:49:58,Both Full,0
2024-11-06 23:50:00,Both Full,0
2024-11-06 23:50:04,Both Full,0
2024-11-06 23:50:10,Both Full,0
2024-11-06 23:50:12,Both Full,0
2024-11-06 23:50:15,Both Full,0
2024-11-06 23:50:18,Both Full,0
2024-11-06 23:50:21,Both Full,0
2024-11-06 23:50:24,Both Full,0
2024-11-06 23:50:28,Both Full,0
2024-11-06 23:50:31,Both Full,0
2024-11-06 23:50:36,Both Full,0
2024-11-06 23:50:39,Both Full,0
2024-11-06 23:50:45,Both Full,0
2024-11-06 23:50:48,Both Full,0
2024-11-06 23:50:52,Both Full,0
2024-11-06 23:50:55,Both Full,0
2024-11-06 23:50:57,Both Full,0
2024-11-06 23:51:01,Both Full,0
2024-11-06 23:51:04,Both Full,0
2024-11-06 23:51:07,Both Full,0
2024-11-06 23:51:11,Both Full,0
2024-11-06 23:51:15,Both Full,0
2024-11-06 23:51:18,Both Full,0
2024-11-06 23:51:20,Both Full,0
2024-11-06 23:51:25,Both Full,0
2024-11-06 23:51:27,Both Full,0
2024-11-06 23:51:31,Both Full,0
2024-11-06 23:51:34,Both Full,0
2024-11-06 23:51:37,Both Full,0
2024-11-06 23:51:43,Both Full,0
2024-11-06 23:51:45,Both Full,0
2024-11-06 23:51:50,Both Full,0
2024-11-06 23:51:53,Both Full,0
2024-11-06 23:51:55,Both Full,0
2024-11-06 23:51:59,Both Full,0
2024-11-06 23:52:02,Both Full,0
2024-11-06 23:52:07,Both Full,0
2024-11-06 23:52:10,Both Full,0
2024-11-06 23:52:13,Both Full,0
2024-11-06 23:52:17,Both Full,0
2024-11-06 23:52:20,Both Full,0
2024-11-06 23:52:23,Both Full,0
2024-11-06 23:52:26,Both Full,0
2024-11-06 23:52:31,Both Full,0
2024-11-06 23:52:33,Both Full,0
2024-11-06 23:52:37,Both Full,0
2024-11-06 23:52:42,Both Full,0
2024-11-06 23:52:44,Both Full,0
2024-11-06 23:52:47,Both Full,0
2024-11-06 23:52:50,Both Full,0
2024-11-06 23:52:52,Both Full,0
2024-11-06 23:52:57,Both Full,0
2024-11-06 23:53:00,Both Full,0
2024-11-06 23:53:02,Both Full,0
2024-11-06 23:53:06,Both Full,0
2024-11-06 23:53:08,Both Full,0
2024-11-06 23:53:11,Both Full,0
2024-11-06 23:53:14,Both Full,0
2024-11-06 23:53:18,Both Full,0
2024-11-06 23:53:22,Both Full,0
2024-11-06 23:53:26,Both Full,0
2024-11-06 23:53:31,Both Full,0
2024-11-06 23:53:34,Both Full,0
2024-11-06 23:53:37,Both Full,0
2024-11-06 23:53:41,Both Full,0
2024-11-06 23:53:44,Both Full,0
2024-11-06 23:53:46,Both Full,0
2024-11-06 23:53:49,Both Full,0
2024-11-06 23:53:54,Both Full,0
2024-11-06 23:53:56,Both Full,0
2024-11-06 23:54:00,Both Full,0
2024-11-06 23:54:03,Both Full,0
2024-11-06 23:54:06,Both Full,0
2024-11-06 23:54:08,Both Full,0
2024-11-06 23:54:12,Both Full,0
2024-11-06 23:54:14,Both Full,0
2024-11-06 23:54:17,Both Full,0
2024-11-06 23:54:20,Both Full,0
2024-11-06 23:54:22,Both Full,0
2024-11-06 23:54:24,Both Full,0
2024-11-06 23:54:27,Both Full,0
2024-11-06 23:54:30,Both Full,0
2024-11-06 23:54:32,Both Full,0
2024-11-06 23:54:34,Both Full,0
2024-11-06 23:54:36,Both Full,0
2024-11-06 23:54:39,Both Full,0
2024-11-06 23:54:41,Both Full,0
2024-11-06 23:54:44,Both Full,0
2024-11-06 23:54:46,Both Full,0
2024-11-06 23:54:49,Both Full,0
2024-11-06 23:54:52,Both Full,0
2024-11-06 23:54:55,Both Full,0
2024-11-06 23:54:57,Both Full,0
2024-11-06 23:54:59,Both Full,0
2024-11-06 23:55:02,Both Full,0
2024-11-06 23:55:04,Both Full,0
2024-11-06 23:55:07,Both Full,0
2024-11-06 23:55:09,Both Full,0
2024-11-06 23:55:12,Both Full,0
2024-11-06 23:55:14,Both Full,0
2024-11-06 23:55:17,Both Full,0
2024-11-06 23:55:20,Both Full,0
2024-11-06 23:55:23,Both Full,0
2024-11-06 23:55:25,Both Full,0
2024-11-06 23:55:28,Both Full,0
2024-11-06 23:55:30,Both Full,0
2024-11-06 23:55:33,Both Full,0
2024-11-06 23:55:35,Both Full,0
2024-11-06 23:55:38,Both Full,0
2024-11-06 23:55:41,Both Full,0
2024-11-06 23:55:44,Both Full,0
2024-11-06 23:55:47,Both Full,0
2024-11-06 23:55:50,Both Full,0
2024-11-06 23:55:52,Both Full,0
2024-11-06 23:55:55,Both Full,0
2024-11-06 23:55:59,Both Full,0
2024-11-06 23:56:01,Both Full,0
2024-11-06 23:56:04,Both Full,0
2024-11-06 23:56:06,Both Full,0
2024-11-06 23:56:09,Both Full,0
2024-11-06 23:56:11,Both Full,0
2024-11-06 23:56:14,Both Full,0
2024-11-06 23:56:17,Both Full,0
2024-11-06 23:56:19,Both Full,0
2024-11-06 23:56:22,Both Full,0
2024-11-06 23:56:24,Both Full,0
2024-11-06 23:56:27,Both Full,0
2024-11-06 23:56:30,Both Full,0
2024-11-06 23:56:33,Both Full,0
2024-11-06 23:56:35,Both Full,0
2024-11-06 23:56:37,Both Full,0
2024-11-06 23:56:40,Both Full,0
2024-11-06 23:56:42,Both Full,0
2024-11-06 23:56:44,Both Full,0
2024-11-06 23:56:47,Both Full,0
2024-11-06 23:56:49,Both Full,0
2024-11-06 23:56:51,Both Full,0
2024-11-06 23:56:54,Both Full,0
2024-11-06 23:56:56,Both Full,0
2024-11-06 23:56:58,Both Full,0
2024-11-06 23:57:01,Both Full,0
2024-11-06 23:57:04,Both Full,0
2024-11-06 23:57:06,Both Full,0
2024-11-06 23:57:08,Both Full,0
2024-11-06 23:57:11,Both Full,0
2024-11-06 23:57:13,Both Full,0
2024-11-06 23:57:15,Both Full,0
2024-11-06 23:57:18,Both Full,0
2024-11-06 23:57:21,Both Full,0
2024-11-06 23:57:25,Both Full,0
2024-11-06 23:57:27,Both Full,0
2024-11-06 23:57:30,Both Full,0
2024-11-06 23:57:32,Both Full,0
2024-11-06 23:57:35,Both Full,0
2024-11-06 23:57:37,Both Full,0
2024-11-06 23:57:39,Both Full,0
2024-11-06 23:57:42,Both Full,0
2024-11-06 23:57:44,Both Full,0
2024-11-06 23:57:47,Both Full,0
2024-11-06 23:57:49,Both Full,0
2024-11-06 23:57:51,Both Full,0
2024-11-06 23:57:54,Both Full,0
2024-11-06 23:57:56,Both Full,0
2024-11-06 23:58:00,Both Full,0
2024-11-06 23:58:02,Both Full,0
2024-11-06 23:58:04,Both Full,0
2024-11-06 23:58:07,Both Full,0
2024-11-06 23:58:09,Both Full,0
2024-11-06 23:58:13,Both Full,0
2024-11-06 23:58:17,Both Full,0
2024-11-06 23:58:20,Both Full,0
2024-11-06 23:58:22,Both Full,0
2024-11-06 23:58:25,Both Full,0
2024-11-06 23:58:28,Both Full,0
2024-11-06 23:58:30,Both Full,0
2024-11-06 23:58:33,Both Full,0
2024-11-06 23:58:35,Both Full,0
2024-11-06 23:58:37,Both Full,0
2024-11-06 23:58:39,Both Full,0
2024-11-06 23:58:42,Both Full,0
2024-11-06 23:58:45,Both Full,0
2024-11-06 23:58:47,Both Full,0
2024-11-06 23:58:50,Both Full,0
2024-11-06 23:58:52,Both Full,0
2024-11-06 23:58:55,Both Full,0
2024-11-06 23:58:57,Both Full,0
2024-11-06 23:58:59,Both Full,0
2024-11-06 23:59:02,Both Full,0
2024-11-06 23:59:05,Both Full,0
2024-11-06 23:59:07,Both Full,0
2024-11-06 23:59:10,Both Full,0
2024-11-06 23:59:12,Both Full,0
2024-11-06 23:59:15,Both Full,0
2024-11-06 23:59:18,Both Full,0
2024-11-06 23:59:21,Both Full,0
2024-11-06 23:59:23,Both Full,0
2024-11-06 23:59:26,Both Full,0
2024-11-06 23:59:28,Both Full,0
2024-11-06 23:59:31,Both Full,0
2024-11-06 23:59:33,Both Full,0
2024-11-06 23:59:35,Both Full,0
2024-11-06 23:59:38,Both Full,0
2024-11-06 23:59:40,Both Full,0
2024-11-06 23:59:42,Both Full,0
2024-11-06 23:59:45,Both Full,0
2024-11-06 23:59:47,Both Full,0
2024-11-06 23:59:50,Both Full,0
2024-11-06 23:59:53,Both Full,0
2024-11-06 23:59:56,Both Full,0
2024-11-06 23:59:59,Both Full,0
2024-11-07 00:00:01,Both Full,0
2024-11-07 00:00:04,Both Full,0
2024-11-07 00:00:06,Both Full,0
2024-11-07 00:00:08,Both Full,0
2024-11-07 00:00:11,Both Full,0
2024-11-07 00:00:13,Both Full,0
2024-11-07 00:00:16,Both Full,0
2024-11-07 00:00:18,Both Full,0
2024-11-07 00:00:21,Both Full,0
2024-11-07 00:00:23,Both Full,0
2024-11-07 00:00:26,Both Full,0
2024-11-07 00:00:28,Both Full,0
2024-11-07 00:00:31,Both Full,0
2024-11-07 00:00:34,Both Full,0
2024-11-07 00:00:36,Both Full,0
2024-11-07 00:00:38,Both Full,0
2024-11-07 00:00:41,Both Full,0
2024-11-07 00:00:43,Both Full,0
2024-11-07 00:00:46,Both Full,0
2024-11-07 00:00:48,Both Full,0
2024-11-07 00:00:50,Both Full,0
2024-11-07 00:00:57,Both Full,0
2024-11-07 00:00:59,Both Full,0
2024-11-07 00:01:01,Both Full,0
2024-11-07 00:01:04,Both Full,0
2024-11-07 00:01:07,Both Full,0
2024-11-07 00:01:10,Both Full,0
2024-11-07 00:01:12,Both Full,0
2024-11-07 00:01:16,Both Full,0
2024-11-07 00:01:18,Both Full,0
2024-11-07 00:01:21,Both Full,0
2024-11-07 00:01:24,Both Full,0
2024-11-07 00:01:26,Both Full,0
2024-11-07 00:01:28,Both Full,0
2024-11-07 00:01:30,Both Full,0
2024-11-07 00:01:33,Both Full,0
2024-11-07 00:01:35,Both Full,0
2024-11-07 00:01:37,Both Full,0
2024-11-07 00:01:39,Both Full,0
2024-11-07 00:01:41,Both Full,0
2024-11-07 00:01:44,Both Full,0
2024-11-07 00:01:46,Both Full,0
2024-11-07 00:01:48,Both Full,0
2024-11-07 00:01:51,Both Full,0
2024-11-07 00:01:54,Both Full,0
2024-11-07 00:01:56,Both Full,0
2024-11-07 00:01:58,Both Full,0
2024-11-07 00:02:01,Both Full,0
2024-11-07 00:02:03,Both Full,0
2024-11-07 00:02:05,Both Full,0
2024-11-07 00:02:08,Both Full,0
2024-11-07 00:02:10,Both Full,0
2024-11-07 00:02:16,Both Full,0
2024-11-07 00:02:18,Both Full,0
2024-11-07 00:02:22,Both Full,0
2024-11-07 00:02:24,Both Full,0
2024-11-07 00:02:26,Both Full,0
2024-11-07 00:02:29,Both Full,0
2024-11-07 00:02:32,Both Full,0
2024-11-07 00:02:35,Both Full,0
2024-11-07 00:02:37,Both Full,0
2024-11-07 00:02:41,Both Full,0
2024-11-07 00:02:43,Both Full,0
2024-11-07 00:02:47,Both Full,0
2024-11-07 00:02:50,Both Full,0
2024-11-07 00:02:52,Both Full,0
2024-11-07 00:02:54,Both Full,0
2024-11-07 00:02:57,Both Full,0
2024-11-07 00:02:59,Both Full,0
2024-11-07 00:03:01,Both Full,0
2024-11-07 00:03:04,Both Full,0
2024-11-07 00:03:07,Both Full,0
2024-11-07 00:03:12,Both Full,0
2024-11-07 00:03:14,Both Full,0
2024-11-07 00:03:17,Both Full,0
2024-11-07 00:03:19,Both Full,0
2024-11-07 00:03:22,Both Full,0
2024-11-07 00:03:25,Both Full,0
2024-11-07 00:03:28,Both Full,0
2024-11-07 00:03:31,Both Full,0
2024-11-07 00:03:34,Both Full,0
2024-11-07 00:03:38,Both Full,0
2024-11-07 00:03:40,Both Full,0
2024-11-07 00:03:44,Both Full,0
2024-11-07 00:03:47,Both Full,0
2024-11-07 00:03:49,Both Full,0
2024-11-07 00:03:56,Both Full,0
2024-11-07 00:03:57,Both Full,0
2024-11-07 00:04:00,Both Full,0
2024-11-07 00:04:04,Both Full,0
2024-11-07 00:04:06,Both Full,0
2024-11-07 00:04:09,Both Full,0
2024-11-07 00:04:12,Both Full,0
2024-11-07 00:04:14,Both Full,0
2024-11-07 00:04:19,Both Full,0
2024-11-07 00:04:23,Both Full,0
2024-11-07 00:04:26,ir2,1
2024-11-07 00:04:28,Both Full,0
2024-11-07 00:04:31,Both Full,0
2024-11-07 00:04:33,Both Full,0
2024-11-07 00:04:36,Both Full,0
